Word,Count
::FindClose(hFile);,1
mLightSpot[0],1
WaitForTermination(),1
\EventHandlerClass,\,1
\vehicleFactory.Register(&theCarFactory,\,1
Right,1
purposes,1
recover,1
dynamic_cast,1
implementation:,1
\mLightSpot[0]->SetPosition(Vector3f(50,\,1
bDeleteSubdirectories);,1
uncompressedColorMesh->SetVertexType(IMesh::eVertexTypeColor);,1
InstanceVertexUpdater.cpp,1
21.9012%,1
tells,1
protect,1
22-Sep-2014,1
E::SharedPtr<Bar>,1
IResource.h,1
natively,1
commands,1
\"\Bicycle"\\,1
RenderManagerProvider,1
Manual,1
vert0,1
MD,1
kBycicleId,1
cmpxchg8b,1
interior,1
if(FileInformation.dwFileAttributes,1
\&Subscriber::OnEvent>(EventC::kTypeId,\,1
IsUnique,1
completed,1
06-May-2014,1
\"\Iterations:\,1
\"\G"\\,1
valid),1
ISampler.h,1
Conversions,1
instanceCount,1
DX11DepthStencilState.cpp,1
\!Math::IsEqual(transP.x,\,1
retrieving,1
While,1
almost,1
perfectly,1
ECX:EBX,1
[1173.06,1
IObjectComponentInstance,1
fix,1
override,1
eye,1
calling:,1
Win32::Application,1
\Text::Utf8ToWide(&wfilePath[4],\,1
Memory::IAllocator,1
hFile,1
memory),1
mSceneManager->GetWorld()->Load(mLightSpot[1]);,1
Text::GetLength<MyCharType>(pStr);,1
declaring,1
kCarId);,1
4127),1
freeing,1
if(!bSubdirectory),1
6;,1
operated,1
kMotorbikId);,1
dxDepthStencilViewDesc.Flags,1
flavored,1
greatest,1
eFormatUnsignedColor,1
\mViewportDescriptor.height,\,1
theBicycleFactory;,1
defer,1
47.622,1
X86,1
qRotation.GetRotation(rotationMatrix);,1
Transform<T>,1
optimization,1
1458.67],1
mag01[x],1
definitively,1
E::Containers::Stack,1
\ME,\,1
Same,1
-6.41003%,1
Although,1
invariance,1
\DXGI_FORMAT_BC3_UNORM,\,1
DX11ShaderIncludeHandler,1
WaitForTermination()),1
E_ASSERT_MSG_THREAD_RUNNING,1
8.37534%,1
publishing,1
20627.1%,1
PlatformBase.h:,1
kDX11RenderableTextureFormatTable[],1
Heapify,1
57332.9],1
(friend,1
\renderTestApp.Initialize(512,\,1
regard,1
SharedPtr.cpp,1
[13071.6,1
Checks,1
spCustomIBoo2;,1
decrease),1
View.cpp,1
E_STATIC_ASSERT_MSG_TYPES_IS_POD(KeyType));,1
helpful,1
\uncompressedColorMesh->Translate(Vector3f(100.0f,\,1
-cy,1
represent,1
Usenet,1
25-Jun-2013,1
mRunningMutex,1
Atomic::Impl.h,1
\success,\,1
\TimeRemoveBoth(i,\,1
164.384,1
(32,1
startVertex,1
\"\heapifying"\\,1
\a33,U\,1
magnitude,1
\mLightSpot[1]->Rotate(Vector3f(45.0f,\,1
SetIdentity();,1
ISceneManager.h,1
appearing,1
There's,1
CameraHandler.cpp,1
Graphics.cpp,1
223.461%,1
exists,1
22.1425%,1
Partial,1
\array,\,1
vehicleFactory;,1
Unnamed,1
LogicComponent.cpp,1
events:,1
corresponds,1
multiplying,1
\intList.erase(std::remove(intList.begin(),\,1
Computing,1
if(dwError,1
convertible,1
\(C99,\,1
\DXGI_FORMAT_BC2_UNORM,\,1
13-Jan-2014,1
14.7.3/2:,1
RenderTestApplication.cpp,1
p',1
(being,1
ObjectGroup.h,1
if(EDX:EAX,1
EnginePch.h,1
Singleton<AllocatorProvider>::GetInstance().GetAllocator();,1
IDevice.h,1
E_DEFINE_SINGLETON_ONLY,1
referencing,1
GetDepthTexture(),1
maximize,1
\granularity,\,1
exceeds,1
\Math::IsEqual(dxQ.w,\,1
little,1
oldPair,1
uncompressedTexturedMesh,1
deines,1
intend,1
static_assert,1
15:46:15,1
ConcreteFactory:,1
mLightSpot[2]->AddComponent(lightSpotShadowComponent2);,1
s,1
byte),1
\E::Containers::List<I32,\,1
IResourceBuffer.h,1
<class>,1
facts,1
broadcast,1
radii,1
GetTop,1
Vector3<T>*,1
a[10],1
trap,1
Mutex.h,1
hard-coded,1
OS),1
[19.6709,1
Matsumoto,1
customizable,1
allocating,1
05-Jan-2014,1
FileInformation;,1
arrival,1
maxOperationCount,1
\intended,\,1
&FileInformation);,1
advised,1
Atomic<U64>,1
Daniel,1
beating,1
project),1
inlined,1
20;,1
enforce,1
SP1,1
0.939274%,1
(an,1
M,1
-24.6895%,1
something,1
dll,1
Light.cpp,1
Critical,1
(E_DECLARE_SINGLETON_ONLY,1
PositionNormalVertex,1
Further,1
Slerp(const,1
weird,1
frequency,1
E_DEFINE_SINGLETON_ONLY),1
SetRotationY(T,1
\maxLod,\,1
\a24,\,1
Vista,1
ILight.h,1
if(iRC),1
task),1
9],1
GetKey(ConstIterator,1
LightSpotSample.cpp,1
TranslateZ(T,1
terms,1
&instanceVertexUpdater);,1
manual-reset,1
mLightSpot[1]->SetCutOffAngle(mCutOffAngle);,1
5;,1
(a,1
pre-define,1
corrected,1
Thus,1
executes,1
mSceneManager->GetRenderer()->SetSlopeScaledDepthBias(0.0001f,1
\DXGI_FORMAT_R32G32B32_FLOAT,\,1
[11010.2,1
TRUE,1
E_ASSERT_MSG(!(::GetFileAttributes(wfilePath.GetPtr()),1
Quaternion<T>::SetRotation(T,1
padded,1
half,1
log2(length),1
solve,1
mLook);,1
Queue(U32,1
CameraHandler.h,1
058-Jan-2014,1
1024,1
Graphics::IDevice::eDeviceTypeDX11,1
ULARGE_INTEGER,1
\3.4,\,1
Executes,1
static_cast<F32>(mTimer.Reset().GetMilliseconds());,1
rest,1
to:,1
templates,1
Input::DeviceProvider,1
nice,1
uncompressedColorMesh,1
Musser,1
E::StringBuffer,1
TheCarFactory;,1
7476.97,1
mShaderProperties.diffuse.g,1
SYSTEMTIME,1
axes,1
120,1
numeric,1
v[2],1
\while(::FindNextFile(hFile,\,1
rasterStateDesc.slopeScaledDepthBias,1
-18.3709%,1
orthographic,1
\ePointFarTopRight,\,1
pDXDebug;,1
\'"\'\,1
28-Apr-2014,1
nullInstance;,1
\//sampleApp.Initialize(1280,\,1
v[0],1
qualifies,1
started,1
DX11RasterState.h,1
clearly,1
www.cs.wustl.edu/~schmidt/win32-cv-1.html,1
\-100.0f,\,1
mySerializer,1
undefined,1
Bail,1
back),1
Median3,1
E::Containers::Map,1
MapHasher<Graphics::IRasterState::Descriptor>,1
shown,1
[18.833,1
(nanoseconds),1
\minute,\,1
mMt,1
5.65017%,1
casted,1
SGI,1
Memory.h,1
Front,1
5.56842%,1
limited,1
dxQ2.x),1
mRight.Normalize();,1
ANSII,1
lean,1
\Fowler,\,1
Vector3.h,1
dxDescriptor.AlphaToCoverageEnable,1
compare-and-swap,1
mWorld->GetWorldState().objectList[object->GetObjectType()].PushBack(object);,1
\r,\,1
-14.1344%,1
CompressedPositionNormalVertex,1
1e-7,1
[20.065,1
participating,1
\"\The\,1
(+0.145986,1
\renderToTextureUpdater.Initialize(app.CreateChildWindow(640,\,1
contexts,1
Product:,1
mDepthTexture;,1
surrounding,1
properties,1
(+6.913,1
GetFront(),1
Car>,1
[0.896,1
Lozada-Benaventee,1
enforces,1
schedule,1
int*,1
ignored),1
720);,1
neighbor,1
a[0],1
web,1
GetKey(Iterator,1
F,1
Instance,1
contain,1
round-off,1
[83.007,1
completely,1
(conversion),1
shadowView->Update(0);,1
Comparison.h),1
Deallocate,1
(leftIndex,1
(has,1
method:,1
equal;,1
Alignment,1
hiding,1
inter,1
art,1
\_beginthreadex,\,1
\QuickSort,\,1
resized,1
TextureVertexUpdater.cpp,1
broken,1
Render::DeviceProvider,1
strPattern,1
\transP2.x,\,1
E_ELEMENT_COUNT,1
care,1
Trigonometric,1
Event.h,1
31-Dec-2013,1
Dual-Pivot,1
if(::DeleteFile(strFilePath.c_str()),1
\1.0f,\,1
\"\Bicycle"\;\,1
E_ALLOCATOR_TAG(CustomDelete),1
privately),1
float,1
mLightSpot[1]->SetRange(200.0f);,1
OnLoad,1
Curt,1
IVertexLayout.h,1
Random,1
sized,1
IRenderer.h,1
Raise,1
InputImpl.h,1
formattedConditionFailureMessageStr;,1
hits,1
Graphics::Global::SetAllocator(Memory::Global::GetAllocator());,1
E::Containers::Map.cpp,1
\"\g"\\,1
CompressedPositionColorVertex,1
commented,1
alters,1
(alpha,1
-0.025f,1
ISceneSample.h,1
Threads::Global::GetThreadPool().WaitForItem(),1
safer,1
(AbstractType),1
594.45],1
m),1
recompilation,1
\"\A\,1
intList,1
&indexedVertexUpdater);,1
RenderManager.cpp,1
interface:,1
480;,1
Reorganize,1
\however,\,1
eFormatHalf4,1
0.00818807%,1
eCopper,1
Must,1
relationships,1
slopeScaledDepthBias,1
constructed),1
triangles,1
\q1,\,1
RotateY(T,1
median-of-3,1
deserialization,1
MAX_PATH),1
normal,1
~Stack();,1
167.12,1
\a42,U\,1
\Besides,\,1
-3.47552%,1
BuildPerspectiveRH,1
-----------------------------------------------------------------------------------------------------------------------,1
(spatial,1
three,1
\mLightCamera->SetNearFar(1.0f,\,1
IRenderable,1
18.053%,1
World-View-Projection,1
6089.03,1
\Luna,\,1
copied,1
DepthWriteMask,1
\uncompressedTexturedMesh->Translate(Vector3f(100.0f,\,1
TEST_SIZE);,1
asserted,1
\IObjectInstance,\,1
Car,1
Klaus,1
7.74871%,1
//mSceneManager->GetRenderer()->SetSlopeScaledDepthBias(0.0001f,1
disabling,1
maxOperationCount;,1
inspired,1
\Failed!"\\,1
Vectorial,1
Signed,1
notoriously,1
Just,1
StencilReadMask,1
MinMax(Vector4<T>&,1
2003),1
GetAllocator(),1
map;,1
array:,1
appear,1
publisher.Unbind(&subscriber);,1
LightSpotSample.h,1
Mesh.cpp,1
\Matrix4f::RotateVector(shadowView->GetWorldMatrix(),\,1
his,1
[14.413,1
GraphicsTestPch.cpp,1
\leaks,\,1
ambient,1
rX.SetRotationX(pitch);,1
SHOULD,1
28-Oct-2014,1
\container,\,1
facet,1
Core,1
\Vector3f::Cross(mLook,\,1
products,1
IsComInitialized,1
\intList.end(),\,1
2012),1
http://www.drdobbs.com/cpp/a-base-class-for-intrusively-reference-c/229218807?pgno=1,1
(dual,1
IMaterial.h,1
indicating,1
minimizing,1
GraphicsPch.h,1
security,1
conflict,1
pointer),1
E::Containers::List,1
Destination,1
translationMatrix;,1
IRasterState.h,1
specifics,1
closest,1
GpuInputDescriptorList,1
mRenderManager->Bind(mShaders[eShaderIDLitDirectDiffuseMap]);,1
Matrix4();,1
(2001),1
resolution,1
b;,1
programmable,1
externally,1
focus,1
I64,1
PhongSample.cpp,1
\Window"\;\,1
eFormatFloat,1
exact,1
implementations(depending,1
remember,1
colCount,1
Gil,1
(promote,1
\ePointFarTopLeft,\,1
\OnLoad,\,1
Registers,1
Identity();,1
IAllocator:,1
(until,1
[81.3454,1
Camera.cpp,1
Singleton<ComValidityScope>,1
2733.59%,1
20.498],1
20),1
IRenderTarget.h,1
\templates,\,1
serves,1
WinConditionVariableImpl.cpp,1
storing,1
1238.73%,1
subscribing,1
non-aligned-memory,1
mutable),1
\E_ASSERT_MSG_FILESYSTEM_PATH_NOT_DIRECTORY,\,1
WIN32_FIND_DATA,1
instancing,1
\interface,\,1
Every,1
3;,1
16.0GB,1
DX11BlendState.cpp,1
Thread::Start),1
Plane.h,1
http://code.google.com/p/smhasher/wiki/MurmurHash3,1
en.wikipedia.org/wiki/Mersenne_twister,1
IsRunning,1
(null,1
plug-ins),1
std::max,1
590.199],1
mWorld->GetWorldState().objectList[i].Clear();,1
existent,1
[96.0573,1
65536,1
type:,1
v(4);,1
redirected,1
mRenderManager->Bind(mRasterStates[eRasterStateIDDepthBias]);,1
simply,1
mLightSpot[2]->SetRange(200.0f);,1
Djb2Hash,1
Begin,1
[3.811,1
AbstractType-derived,1
dies,1
Pixel,1
PhongSample.h,1
changing,1
upload,1
SimpleVertexUpdater::GetDescriptor(),1
49.632,1
[443.178,1
proxy,1
sleep,1
slower,1
vehicle,1
\vx,\,1
omitted,1
17458.2],1
Like,1
Height,1
IView.h,1
atan(fov,1
made,1
(terminate,1
purpose),1
disable,1
instances:,1
simpleVertexUpdater;,1
ShadowComponent.h,1
yet,1
SharedCount,1
true),1
numerator,1
containers,1
guard,1
gamma,1
DX11VertexLayout.cpp,1
Modify,1
cyclic,1
E_EXCEPTION_TYPE,1
View.h,1
strongly,1
\ePointFarBottomLeft,\,1
(pInputManager->IsKeyDown(VK_ADD),1
AffineInvert();,1
allocator:,1
Render.cpp,1
ePointCount,1
02-Feb-2015,1
J,1
(+2.09101,1
a[3],1
pattrn,1
descriptor,1
IShaderPipeline.h,1
LightSpotShadowSample.h,1
somePool.WaitForIdle();,1
std::abort();,1
gives,1
BackFaceStencilFail,1
EDX:EAX:,1
j);,1
ok,1
GraphicsTestPch.h,1
ResourceBuffer.cpp,1
\function,\,1
architecture),1
wfilePath.GetLength(),1
LightShadowSample.h,1
Cross,1
E_DEBUG_MATRIX4(projectionMatrix);,1
(evaluating,1
eFormatFloat2,1
NTFS,1
(API,1
asserts,1
multi-sampling,1
[1508.78,1
growthFactor);,1
Why,1
plain,1
E_DEBUG_BREAK_MESSAGE,1
mLightSpot[2]->SetCutOffAngle(mCutOffAngle);,1
hide,1
HighlightSample.cpp,1
DX11Sampler.cpp,1
Computes,1
Info,1
notifying,1
runtime,1
String.h,1
worth,1
(+0.806551,1
\borderColor,\,1
rightIndex,1
re-allocated,1
none,1
attempt,1
&textureVertexUpdater);,1
consistently,1
reallocation,1
[27.471,1
started),1
Therefore,1
RemoveValue(const,1
MaterialSample.cpp,1
shuffling,1
Path.h,1
rY,1
\constructor),\,1
-farZ,1
sense,1
GenerivEventPublisher,1
mName,1
GetInstance,1
planes;,1
see,1
aut_ptr,1
(CPU),1
sections,1
effect,1
Memory::Zero(&mMaterial);,1
8>,1
finishes),1
instead;,1
_MSC_VER,1
Retrieves,1
E_ARGS),1
aas,1
GetSeconds,1
mViewMatrix;,1
SetRotationBetweenVectors(const,1
a[1],1
mMesh->SetParent(childMesh);,1
Phong,1
Usage:,1
IntrusiveReferenceCounter<Foo>,1
Factories,1
\95/98/Me,\,1
IObject::eObjectTypeLight),1
Granularity,1
\"\S"\\,1
1048576,1
Source:,1
mLook.Normalize();,1
pump,1
tested);,1
996.743,1
optimization:,1
|,1
100.0f);,1
lpParameter,1
PositionTextureVertex,1
SetScale(const,1
\100.0f,\,1
uncompressedTexturedMesh->CreateQuad(100.0f);,1
\fact,\,1
\nonPodArray.Copy(nonPods,\,1
submit,1
(setting,1
clean,1
\45.0f,\,1
catch,1
trimmed,1
'E_SETTING_',1
(tracked,1
initialise,1
Memory::ConcreteFactory,1
operator~(),1
fooManager.Destroy(sp1);,1
orthogonal:,1
accessing,1
inherit,1
[31.075,1
\vehicleFactory.Register(&theMotorbikeFactory,\,1
initial,1
spot,1
\matrix,\,1
Singleton.h,1
GpuInputDescriptor,1
ForwardRenderer.h,1
FrontFaceStencilFunc,1
kPresetSpecularColorTable[id];,1
rotationMatrix,1
Atomic<U32>,1
Array.cpp,1
\//transformBuffer->Set(0,\,1
\CrossProduct(a,b)\,1
TriangleSample.h,1
sent,1
929.645,1
\tasks,\,1
scan,1
decide,1
02-Dec-2011,1
Pair.h,1
co-prime,1
Threads::Global::GetThreadPool().CleanUp(true),1
etc,1
\ePointNearTopLeft,\,1
boundingSphere,1
\intArrayStd.size(),\,1
improves,1
GetRotationVectorY(),1
\"\s"\\,1
map.Resize(8);,1
Lerp(const,1
guaranteed,1
renderTestApp;,1
mipLodBias,1
RandomNumberGenerator.h,1
ViewState&,1
'.'),1
MapHasher<KeyType>',1
\MyEvent,\,1
next,1
pairs,1
[5.184,1
\"\Car"\\,1
Vector3f,1
template:,1
returning,1
non-static,1
Two,1
StencilWriteMask,1
sin,1
tracked,1
mRenderCommand.Clear();,1
\Windows,\,1
Filepath,1
http://preshing.com/20111124/always-use-a-lightweight-mutex/,1
Sergey,1
let,1
More,1
Fill(const,1
RenderManager.h,1
I32),1
loses,1
38.6763%,1
8],1
avoided,1
14.8238%,1
Keeps,1
CleanUp(true),1
strFilePath,1
-0.00246167%,1
compiler,1
shallow-copy,1
somePool.AddItem(&someTask);,1
2573.35],1
relevant,1
resolves,1
Threads::Global::GetThreadPool().CleanUp(ture,1
2203],1
SetRotationX(T,1
outside:,1
wfilePath,1
Vector2<T>*,1
http://msdn.microsoft.com/en-us/library/windows/desktop/ff819065%28v=vs.85%29.aspx,1
limitations,1
path.GetLength());,1
Mutex::Lock,1
ChildMeshSample.cpp,1
RemoveFast(U32,1
Composite,1
map);,1
\"\Motorbike"\,\,1
SceneManager.cpp,1
AlignedAllocator:,1
pointers),1
edges,1
53991,1
26-Jan-2010,1
wfilePath.GetPtr(),1
ViewState,1
a44);,1
GCGenericFactory.h,1
(E_INTERNAL_SETTING_PATH_SIZE),1
advanced,1
hardware,1
\itself,\,1
\(Copy,\,1
600);,1
22-Jul-2013,1
Terminates,1
ISceneSample,1
xDelete),1
viewState.frameBuffer;,1
\&Subscriber::OnMyEvent>(MyEvent::kTypeId,\,1
10.1501%,1
primary,1
IsPod,1
deserialize,1
perpsective,1
InputManagerProvider,1
24-Jan-2014,1
MouseUpEvent,1
\DXGI_FORMAT_R16_FLOAT,\,1
[497.222,1
nature,1
parenthesis,1
\interpolations,\,1
(executable,1
rings,1
&simpleVertexUpdater;,1
LightPoint.cpp,1
InputManager.h,1
E::StringBuffer.cpp,1
Nishimura,1
E_ASSERT_ALWAYS,1
Gribb,1
vehicles,1
Extract,1
reallocate,1
ease,1
1/2,1
card,1
*reinterpret_cast<U32*>(&value);,1
j),1
(starting,1
5528.49%,1
area;,1
\"\outside\,1
VertexState,1
vector),1
Heap.h,1
Base,1
structuring,1
PositionColorVertex,1
Math.h,1
pDXDebug->ReportLiveDeviceObjects(D3D11_RLDO_DETAIL);,1
(temporary,1
std::cin.get();,1
Material.h,1
typeId>,1
\Swap(E::Containers::List<T,\,1
SetLength,1
\"\\nExpression:\,1
IsRelativelyEqual,1
0.0f,1
Removes,1
cz;,1
2.83683%,1
Compiler,1
Win::Global,1
kWinPathBeginTokenWstr;,1
shadowView->SetPosition(boundingSphere.GetOrigin(),1
choice,1
Callback),1
rearranges,1
E_DEBUG_MATRIX4(viewProjectionMatrix);,1
behavior:,1
CharList.h,1
solution),1
\IsEqual,\,1
differentiate,1
Intel,1
=>,1
KeyType>,1
compare_ints);,1
old,1
past,1
ITexture2D.h,1
(10,1
GetRenderTarget(),1
a[2],1
colors,1
Correct,1
moderate,1
components,1
[378.788,1
Destination),1
Light.h,1
(such,1
(GetNext,1
6.75088%,1
\Math::Global::GetRandom().GetI32(-65535,\,1
Close,1
locally,1
X86:,1
ContainerTest.h,1
GetTop(),1
586,1
Vector3&,1
follows:,1
scaleMatrix.SetScale(scale);,1
(Static,1
\t,\,1
translates,1
SetPoints,1
[0.897,1
mLightSpot[0]->SetRange(200.0f);,1
Thread::Impl.h,1
specialize,1
GetRotation(Matrix4<T>&,1
eFormatFloat4,1
RotateX(T,1
Strings,1
m[8],1
uncompressedColorMesh->CreateTriangle(100.0f);,1
depend,1
exited,1
CharArray.h,1
Vector2.h,1
leaks),1
E_ASSERT(PodTypeTraits<PodType>::value);,1
enforcement:,1
MeshHelper.cpp,1
\or,\,1
[523.526,1
MouseCameraSample.cpp,1
heapsort,1
IInputManager.h,1
OnMyEvent(const,1
'template<typename,1
eExceptionTypeCount,1
presenting,1
Serialization.cpp,1
3000.01%,1
(ObjectCore,1
Limits,1
HeapImpl.h,1
15.386],1
\a(4),\,1
major,1
IShadowComponent.h,1
\Z),\,1
25-Sep-2011,1
XmlSerializer.cpp,1
fashion,1
http://x86.renejeschke.de/html/file_module_x86_id_42.html,1
\access,\,1
DepthStencilState,1
subdirectories,1
lightSpotShadowComponent0,1
2.15791%,1
E_DELETE,1
mInputManager->Update();,1
TestMap,1
mLightContext;,1
Refer,1
(inherited,1
\FILE_ATTRIBUTE_DIRECTORY),\,1
\list,\,1
orphan,1
vec2,1
respectively,1
Handle,1
Disable,1
mLightSpot[0]->SetCutOffAngle(mCutOffAngle);,1
E_CAST,1
keyboard,1
E_DECLARE_SINGLETON_ONLY,1
notified,1
square,1
-15.2797%,1
preselect,1
handness,1
triplet,1
multi-byte,1
World.h,1
-0.309968%,1
(assertion),1
Threads::Global,1
U*,1
\removal,\,1
EngineTestPch.cpp,1
\GDXDeviceContext->DrawInstancedIndirect(vertexCount,\,1
mLightSpot[2]->SetColor(Graphics::Color::eGreen);,1
mMesh->RemoveChild(childMesh);,1
-3.92916%,1
reinterpret_cast<void**>(&pDXDebug));,1
\depthBias,\,1
DX11Viewport.cpp,1
unimplemented,1
unlocked,1
(pInputManager->IsKeyDown(VK_SUBTRACT)),1
TryCopy(const,1
path.GetPtr());,1
IEvent.h,1
thread;,1
mCutOffAngle,1
EngineTestPch.h,1
text,1
\insert,\,1
gracefully,1
(samples:,1
DX11Device.h,1
(+7.202,1
fixed-size,1
SetIdentity(),1
66.2984%,1
OS,1
\values,\,1
(shadowComponent->GetOwner()->GetObjectType(),1
windowDesc.windowHeight,1
windowDesc.pWindowHandler,1
01-Feb-2014,1
pimpl,1
equation,1
9.02602],1
eFormatHalf2,1
EnginePch.cpp,1
\parameter,\,1
Vector4<T>*,1
matching,1
spCustomBoo2,1
uncompressedTexturedMesh->SetVertexType(IMesh::eVertexTypeTexture);,1
31.4825%,1
dwError;,1
situation,1
201.166%,1
dxQ2.y),1
RotateZ(T,1
(+8.627,1
pFunctionStr,1
rbga,1
cot(fov,1
\ePointFarBottomRight,\,1
deallocator,1
samples,1
wish,1
Aligned,1
convenient:,1
Quaternion();,1
maybe,1
BackFaceStencilPass,1
seed,1
pseudo-random,1
(3-way,1
field,1
reaches,1
1.53774%,1
E_EXCEPTION_TYPE(CustomDelete),1
16.1005%,1
\Zero(a,\,1
described,1
75.7371],1
errors,1
pubic,1
continue,1
-20.5243%,1
unloads,1
sizeof(IFoo*));,1
DX11RenderTarget.h,1
At,1
procedure,1
initialises,1
tail,1
violation,1
Text::GetLength,1
constructor:,1
pending-data-flag,1
(signaled,1
nullptr),1
(Allocate,1
cosCutOffAngle,1
map.GetCount(),1
ConditionVariable::Impl.h,1
\mCore.mpDXDevice->QueryInterface(__uuidof(ID3D11Debug),\,1
stats,1
himself,1
redefined,1
(Copy,1
TextureVertexUpdater.h,1
interpreted,1
hides,1
TextUtil.cpp.cpp,1
[59.256,1
re-try,1
mUp.Normalize();,1
invalidated,1
SetRotationZ(T,1
Classes,1
Third,1
till,1
DX11RasterState.cpp,1
Exception.h,1
Vehicle*,1
Planes,1
got,1
Graphics::ITexture2DInstance&,1
\diffuse,\,1
select,1
goes,1
Swap(DynamicArray&,1
[86.2759,1
\Vector3f::Cross(mUp,\,1
E_PLATFORM_ASSERT_CONDITION(a,1
near,1
21.4917%,1
GetFront();,1
Input.cpp,1
intersects,1
Discard,1
[4.66,1
non-cryptographic,1
(due,1
E::Containers::List.cpp,1
met,1
approach,1
hFile;,1
Vo,1
publisher.Raise(MyEvent());,1
(E_DECLARE_SINGLETON_FRIENDLY),1
\E_ASSERT_MSG(Math::IsRelativelyEqual(a,\,1
Top,1
mRunning,1
\mLightSpot[0]->Rotate(Vector3f(45.0f,\,1
DX11Texture2D.h,1
theta,1
\DXGI_FORMAT_R16G16B16A16_FLOAT,\,1
Manual-reset,1
ePlatinum,1
\IntrusiveReferenceCounter<Foo,\,1
taking,1
Subscriber,1
18.4903%,1
(E_INTERNAL_SETTING_QUEUE_GROWTH_PERCENTAGE),1
stage,1
obtain,1
Eloben,1
SetTranslation(const,1
BicycleFactory,1
(+7.777,1
cost,1
Thread::Impl.cpp,1
\degrees,\,1
taken,1
viewProjectionMatrix.Transpose();,1
lightVP,1
satisfied,1
looses,1
\24,\,1
Dual,1
capture,1
deprecated),1
(+6.21599,1
parent-child,1
version:,1
re-usage,1
unloaded,1
Stack(U32,1
threads),1
-sx;,1
Box3.h,1
configurable,1
(+5.17798,1
E::Containers::Stack.cpp,1
CAS,1
AbstractFactory:,1
SceneManagerProvider,1
E_GRAPHICS_DEFINE_SCENE_OBJECT_COMMON,1
Submit,1
Lock.h,1
(based,1
799MHz,1
GCStaticPtr:,1
calculating,1
processed,1
E_WARNING_IF,1
HasKey(KeyType,1
Regenerate();,1
Mutex::Unlock,1
singleton:,1
sync,1
map.Resize(20);,1
\collected,\,1
Singleton<AllocatorProvider>::GetInstance()..SetAllocator(pAllocator);,1
MapHasher',1
Amount,1
Working,1
partition,1
DX11VertexLayout.h,1
Currently,1
partitioning,1
Matrix4(U,1
SimpleHash<U32>::Hash(key),1
CoreTestPch.h,1
LightPointSample.cpp,1
GetName(),1
key);,1
freed,1
iterationCount,1
eNickel,1
callback,1
(MSVC,1
Generation,1
PodTypeTraits,1
100);,1
LightSpotShadowSample.cpp,1
Feel,1
4077.79%,1
CompressedPositionTextureVertex,1
Matrix4(const,1
succeeded,1
delayed,1
cleans,1
mapping,1
derivative,1
difficult,1
eMemoryTagCount,1
Makoto,1
deduction,1
rY.SetRotationY(yaw);,1
E_ASSERT_MSG_MATH_GREATER_THAN_ZERO_VALUE);,1
(List<Byte>),1
-----/*----------------------------------------------------------------------------------------------------------------------,1
\GCPtr,\,1
\Text::WideToUtf8(&path[0],\,1
\handle,\,1
Sphere.h,1
Threads::Global::GetThreadPool().WaitForIdle(),1
Sedgewick,1
\E::SharedPtr<IBoo,\,1
ShaderConstantRegister,1
*it;,1
observed,1
view),1
Transpose();,1
Random.cpp,1
3770,1
depthBiasClamp,1
(currently,1
Boolean,1
dependent),1
ICamera.h,1
SafeCastTest();,1
Base.h),1
\vy,\,1
\mOwner->SetPosition(Vector3f(0.0f,\,1
DEFINED,1
textureVertexUpdater;,1
http://www.codecodex.com/wiki/Heapsort,1
(atomic),1
std::endl,1
bitwise,1
m[9],1
11.847%,1
Professor,1
\mLightSpot[2]->Rotate(Vector3f(45.0f,\,1
incurs,1
Graphics::Scene::ShadowComponent::GetDepthTexture(),1
\path.GetPtr(),\,1
\vehicleFactory.Create("\Car"\);\,1
Client,1
\map,\,1
StoreRelaxed64,1
specially,1
IMesh.h,1
IsOrthogonal(),1
detection,1
Sunday),1
mutex:,1
held,1
mLightSpot[0]->SetColor(Graphics::Color::eRed);,1
publishes,1
weak_ptr,1
1188.08],1
mLightSpot[0]->AddComponent(lightSpotShadowComponent0);,1
export,1
IsValid,1
here,1
isolate,1
\std::make_heap(intArrayStd.begin(),\,1
squared,1
5-element,1
Bicycle>,1
(C++11,1
StringUtil.h,1
IGarbageCollector:,1
v[3],1
GpuBuffer,1
E_ASSERT_MSG(instanceCount,1
Constant,1
somePool;,1
Camera.h,1
\Math::IsEqual(dxQ.y,\,1
macro:,1
Provider,1
[31.054,1
DX11Core.h,1
Pattern,1
WaitForIdle,1
followed,1
pointer!,1
PlatformTypes.h:,1
indexedVertexUpdater;,1
Together,1
E_ASSERT(!FileSystem::Directory::Destroy(currentDirectory));,1
Vector3f::AxisZ());,1
-2.85529%,1
mProjectionMatrix;,1
FileInformation.cFileName;,1
lightSpotShadowComponent2,1
receive,1
IndexedInstanceVertexUpdater.h,1
DynamicArray(size_t,1
\quaternion,\,1
-element,1
Incorrect,1
2008,1
mShaderStage,1
(slerp),1
test),1
DDR3,1
translationMatrix.SetTranslation(position);,1
mLightSpot[1]->AddComponent(lightSpotShadowComponent1);,1
newsgroup,1
good,1
CompressedPositionTextureNormalVertex,1
(minimum,1
\&mCore.mpDXSwapChain,\,1
15-Jan-2014),1
front,1
Heap,1
Result,1
(GPU),1
command,1
1087.4,1
mWaitersCount,1
\rotations,\,1
Partition,1
&Matrix4f::Identity()[0]);,1
DepthEnable,1
map.SetMaxOccupancyPercentage(50);,1
childMesh->SetParent(nullInstance);,1
