File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Application\Win32\ApplicationImpl.cpp,"Application::Impl::CreateChildWindow(U32 windowWidth, U32 windowHeight)",14,12,10,3,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Application\Win32\ApplicationImpl.cpp,Application::Impl::CreateMainWindow(),6,6,6,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Application\Win32\ApplicationImpl.cpp,"Application::Impl::CreateMainWindow(U32 windowWidth, U32 windowHeight)",8,7,7,1,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Application\Win32\ApplicationImpl.cpp,Application::Impl::DestroyWindow(IWindow* pWindow),9,9,7,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Application\Win32\ApplicationImpl.cpp,Application::Impl::Terminate(),11,8,6,1,0,0,3,44,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Application\Win32\ApplicationImpl.cpp,Application::Impl::Run(),32,29,15,5,1,0,2,14,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Application\Win32\ApplicationImpl.cpp,"Application::Impl::CreateApplicationWindow(IWindow::Descriptor& windowDesc, HWND parentWindowHandle)",125,93,70,8,17,1,15,105,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Application\Win32\ApplicationImpl.cpp,"Application::Impl::WindowProc(HWND windowHandle, UINT msg, WPARAM wParam, LPARAM lParam)",26,19,9,4,3,0,4,41,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\Archive.cpp,Archive::Archive(),2,1,1,0,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\Archive.cpp,Archive::~Archive(),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\Archive.cpp,Archive::IsOpen() const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\Archive.cpp,Archive::Close(),3,3,3,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\Archive.cpp,"Archive::Open(const Path& filePath, OpenMode openMode )",16,15,9,2,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\Archive.cpp,"Archive::Read(char* pTarget, size_t length)",2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\Archive.cpp,"Archive::Write(const char* pSource, size_t length)",2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\File.cpp,File::GetFlags(const Path& path),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\File.cpp,"File::GetInfo(const Path& path, File::Info& fileInfo)",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\File.cpp,File::GetName(const Path& path),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\File.cpp,File::Create(const Path& path),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\File.cpp,File::Destroy(const Path& path),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\File.cpp,File::Exists(const Path& path),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\File.cpp,Directory::IsEmpty(const Path& path),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\File.cpp,Directory::GetBase(),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\File.cpp,"Directory::GetChildren(const Path& path, PathList& directoryList, U8 fileFlags)",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\File.cpp,Directory::GetParent(const Path& path),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\File.cpp,Directory::Create(const Path& path),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\File.cpp,Directory::Destroy(const Path& path),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\Win32\FileImpl.cpp,"File::Impl::GetInfo(const Path& path, Info& fileInfo)",18,15,13,2,3,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\Win32\FileImpl.cpp,File::Impl::GetName(const Path& path),8,6,6,3,1,0,1,4,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\Win32\FileImpl.cpp,File::Impl::Create(const Path& path),24,23,12,3,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\Win32\FileImpl.cpp,File::Impl::Destroy(const Path& path),11,10,8,3,0,0,1,5,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\Win32\FileImpl.cpp,File::Impl::Exists(const Path& path),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\Win32\FileImpl.cpp,Directory::Impl::IsEmpty(const Path& path),3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\Win32\FileImpl.cpp,Directory::Impl::GetBase(),9,8,8,1,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\Win32\FileImpl.cpp,"Directory::Impl::GetChildren(const Path& path, PathList& pathList, U8 fileFlags)",52,42,30,10,5,0,5,17,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\Win32\FileImpl.cpp,Directory::Impl::GetParent(const Path& path),6,6,6,2,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\Win32\FileImpl.cpp,Directory::Impl::Create(const Path& path),27,24,18,6,1,0,2,14,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\Win32\FileImpl.cpp,Directory::Impl::Destroy(const Path& path),12,12,10,3,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\Win32\FileImpl.cpp,GetFileFlags(U32 winFileAttributes),6,5,5,3,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\Win32\FileImpl.cpp,"GetFileDate(const FILETIME& ft, Time::Date& date)",15,13,13,0,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\Win32\FileImpl.cpp,"GetPath(const WFilePath& wfilePath, Path& path)",4,3,3,0,0,0,1,7,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\FileSystem\Win32\FileImpl.cpp,"GetWinPath(const Path& path, WFilePath& wfilePath)",6,3,3,0,0,0,3,9,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Math\Random.cpp,Global::GetRandom(),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Memory\Allocator.cpp,Global::GetAllocator(),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Memory\Allocator.cpp,Global::SetAllocator(IAllocator* pAllocator),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Memory\Allocator.cpp,Global::SetDefaultAllocator(),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::XmlSerializer(),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::~XmlSerializer(),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator<<(bool v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator<<(I8 v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator<<(U8 v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator<<(I16 v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator<<(U16 v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator<<(I32 v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator<<(U32 v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator<<(I64 v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator<<(U64 v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator<<(F32 v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator<<(D64 v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator<<(const StringBuffer& v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator<<(const String& v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator<<(const char* pStr),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator>>(bool& v),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator>>(I8& v),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator>>(U8& v),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator>>(I16& v),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator>>(U16& v),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator>>(I32& v),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator>>(U32& v),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator>>(I64& v),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator>>(U64& v),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator>>(F32& v),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator>>(D64& v),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator>>(StringBuffer& v),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::operator>>(String& v),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::BeginTag(const StringBuffer& name),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::Clear(),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::EndTag(),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializer.cpp,XmlSerializer::Save(const StringBuffer& fileName),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::Impl(),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator<<(bool v),4,4,4,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator<<(I8 v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator<<(U8 v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator<<(I16 v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator<<(U16 v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator<<(I32 v),4,4,4,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator<<(U32 v),4,4,4,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator<<(I64 v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator<<(U64 v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator<<(F32 v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator<<(D64 v),4,4,4,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator<<(const StringBuffer& v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator<<(const String& v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator<<(const char* pStr),4,4,4,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator>>(bool& v),3,3,3,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator>>(I8& v),3,3,3,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator>>(U8& v),3,3,3,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator>>(I16& v),3,3,3,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator>>(U16& v),3,3,3,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator>>(I32& v),3,3,3,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator>>(U32& v),3,3,3,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator>>(I64& v),3,3,3,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator>>(U64& v),3,3,3,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator>>(F32& v),3,3,3,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator>>(D64& v),3,3,3,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator>>(StringBuffer& v),3,3,3,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::operator>>(String& v),3,3,3,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::BeginTag(const StringBuffer& name),6,5,4,1,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::Clear(),3,3,3,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::EndTag(),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Serialization\XmlSerializerImpl.cpp,XmlSerializer::Impl::Save(const StringBuffer& fileName),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Text\String.cpp,"Utf8ToWide(wchar_t* pTarget, const char* pSource, size_t sourceLength)",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Text\String.cpp,"Utf8ToWide(WStringBuffer& target, const StringBuffer& source)",2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Text\String.cpp,"WideToUtf8(char* pTarget, const wchar_t* pSource, size_t sourceLength)",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Text\String.cpp,"WideToUtf8(StringBuffer& target, const WStringBuffer& source)",2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Text\TextUtil.cpp,"Text::PrintArguments(char* pTargetStr, U32 maxLength, const char* pFormattedSourceStr, va_list variableArguments)",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Text\TextUtil.cpp,"Text::Print(wchar_t* pTargetStr, U32 maxLength, const wchar_t* pFormattedSourceStr, ...)",7,7,7,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Text\TextUtil.cpp,"Text::PrintArguments(wchar_t* pTargetStr, U32 maxLength, const wchar_t* pFormattedSourceStr, va_list variableArguments)",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Text\StringImpl.h,"Text::Impl::Utf8ToWide(wchar_t* pTarget, const char* pSource, size_t sourceLength)",4,4,4,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Text\StringImpl.h,"Text::Impl::Utf8ToWide(WStringBuffer& target, const StringBuffer& source)",5,5,5,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Text\StringImpl.h,"Text::Impl::WideToUtf8(char* pTarget, const wchar_t* pSource, size_t sourceLength)",4,4,4,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Text\StringImpl.h,"Text::Impl::WideToUtf8(StringBuffer& target, const WStringBuffer& source)",5,5,5,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ConditionVariable.cpp,Threads::ConditionVariable::ConditionVariable(),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ConditionVariable.cpp,Threads::ConditionVariable::~ConditionVariable(),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ConditionVariable.cpp,Threads::ConditionVariable::Wait(Mutex& m),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ConditionVariable.cpp,Threads::ConditionVariable::Signal(),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ConditionVariable.cpp,Threads::ConditionVariable::Broadcast(),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Mutex.cpp,Threads::Mutex::Mutex(),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Mutex.cpp,Threads::Mutex::~Mutex(),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Mutex.cpp,Threads::Mutex::Lock(),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Mutex.cpp,Threads::Mutex::Unlock(),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Thread.cpp,Threads::Thread::Thread(IRunnable& entryPoint),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Thread.cpp,Threads::Thread::~Thread(),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Thread.cpp,Threads::Thread::GetName() const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Thread.cpp,Threads::Thread::IsRunning() const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Thread.cpp,Threads::Thread::SetName(const String& name),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Thread.cpp,Threads::Thread::Start(),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Thread.cpp,Threads::Thread::WaitForTermination(),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Thread.cpp,Threads::Thread::GetProcessorCount(),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\Thread.cpp,Threads::Thread::Sleep(TimeValue tv),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ThreadPool.cpp,Threads::Global::GetThreadPool(),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ThreadPool.cpp,Threads::ThreadPool::ThreadPool(),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ThreadPool.cpp,Threads::ThreadPool::~ThreadPool(),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ThreadPool.cpp,Threads::ThreadPool::GetAllocator() const,4,3,3,1,0,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ThreadPool.cpp,Threads::ThreadPool::GetActiveThreadCount() const,4,3,3,1,0,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ThreadPool.cpp,Threads::ThreadPool::GetMaxActiveThreadCount() const,4,3,3,1,0,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ThreadPool.cpp,Threads::ThreadPool::GetMaxPendingItemCount() const,4,3,3,1,0,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ThreadPool.cpp,Threads::ThreadPool::GetPendingItemCount() const,4,3,3,1,0,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ThreadPool.cpp,Threads::ThreadPool::HasActiveThreads() const,4,3,3,1,0,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ThreadPool.cpp,Threads::ThreadPool::HasPendingItems() const,4,3,3,1,0,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ThreadPool.cpp,Threads::ThreadPool::SetAllocator(Memory::IAllocator* p),8,7,7,0,0,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ThreadPool.cpp,Threads::ThreadPool::SetMaxActiveThreadCount(U32 v),14,12,8,2,1,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ThreadPool.cpp,Threads::ThreadPool::SetMaxPendingItemCount(U32 v),4,3,3,0,0,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ThreadPool.cpp,Threads::ThreadPool::AddItem(IRunnable* pItem),33,25,17,4,3,0,5,52,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ThreadPool.cpp,Threads::ThreadPool::CleanUp(bool terminate ),24,19,12,3,0,0,5,27,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Source\Threads\ThreadPool.cpp,Threads::ThreadPool::RemovePendingItems(),12,9,6,1,0,0,3,14,
